history_sequence,user_prompt,user_intent,candidate_endpoint,candidate_http_method,candidate_has_path_parameters,candidate_has_query_parameters,candidate_requires_request_body,candidate_path_depth,candidate_summary,next_call_user_made,llm_reason_for_candidate,is_actual_next_call
"POST /integrations/oauth/{id}/refresh_token","Refresh OAuth token.","User wants to get a new access token using a refresh token for an OAuth integration.","/integrations/oauth/{id}/refresh_token","POST",TRUE,FALSE,FALSE,4,"Refreshes an OAuth access token.",/integrations/oauth/{id}/refresh_token,"Directly matches 'refresh OAuth token'.",1
"POST /integrations/oauth/{id}/refresh_token","Refresh OAuth token.","User wants to get a new access token using a refresh token for an OAuth integration.","/integrations/oauth/{id}/access_token","POST",TRUE,FALSE,TRUE,4,"Generates a new OAuth access token.",/integrations/oauth/{id}/refresh_token,"Similar, but refresh token implies an existing session.",0
"POST /integrations/oauth/{id}/refresh_token","Refresh OAuth token.","User wants to get a new access token using a refresh token for an OAuth integration.","/integrations/{id}/disconnect","POST",TRUE,FALSE,FALSE,3,"Disconnects a specific integration.",/integrations/oauth/{id}/refresh_token,"Opposite action.",0
"POST /integrations/oauth/{id}/refresh_token","Refresh OAuth token.","User wants to get a new access token using a refresh token for an OAuth integration.","/api_keys","GET",FALSE,TRUE,FALSE,1,"Lists API keys.",/integrations/oauth/{id}/refresh_token,"Irrelevant.",0
"GET /notifications/settings/mobile","Configure mobile notification settings.","User is managing notification settings and wants to adjust alerts for mobile devices.","/notifications/settings/mobile","PUT",FALSE,FALSE,TRUE,3,"Updates mobile notification settings.",/notifications/settings/mobile,"Directly matches 'configure mobile notification settings'.",1
"GET /notifications/settings/mobile","Configure mobile notification settings.","User is managing notification settings and wants to adjust alerts for mobile devices.","/notifications/settings/web","PUT",FALSE,FALSE,TRUE,3,"Updates web notification settings.",/notifications/settings/mobile,"Specific to web, not mobile.",0
"GET /notifications/settings/mobile","Configure mobile notification settings.","User is managing notification settings and wants to adjust alerts for mobile devices.","/devices","GET",FALSE,TRUE,FALSE,1,"Lists registered devices.",/notifications/settings/mobile,"Related, but user wants to configure notifications.",0
"GET /notifications/settings/mobile","Configure mobile notification settings.","User is managing notification settings and wants to adjust alerts for mobile devices.","/users/{id}/profile","PUT",TRUE,FALSE,TRUE,3,"Updates user profile.",/notifications/settings/mobile,"Irrelevant.",0
"POST /customers/{id}/tax_settings","Update tax settings for this customer.","User wants to modify the tax calculation and reporting settings for a specific customer.","/customers/{id}/tax_settings","PUT",TRUE,FALSE,TRUE,3,"Updates tax settings for a customer.",/customers/{id}/tax_settings,"Directly matches 'update tax settings for this customer'.",1
"POST /customers/{id}/tax_settings","Update tax settings for this customer.","User wants to modify the tax calculation and reporting settings for a specific customer.","/customers/{id}/billing","PUT",TRUE,FALSE,TRUE,3,"Updates customer billing information.",/customers/{id}/tax_settings,"Broader billing, not specific tax.",0
"POST /customers/{id}/tax_settings","Update tax settings for this customer.","User wants to modify the tax calculation and reporting settings for a specific customer.","/tax_rates","GET",FALSE,TRUE,FALSE,1,"Lists all tax rates.",/customers/{id}/tax_settings,"Listing rates is different from setting customer tax.",0
"POST /customers/{id}/tax_settings","Update tax settings for this customer.","User wants to modify the tax calculation and reporting settings for a specific customer.","/invoices","POST",FALSE,FALSE,TRUE,1,"Creates a new invoice.",/customers/{id}/tax_settings,"Irrelevant.",0
"GET /integrations/logs","View logs for all integrations.","User wants to see a consolidated log of activity across all integrations.","/integrations/logs","GET",FALSE,TRUE,FALSE,2,"Retrieves logs for all integrations.",/integrations/logs,"Directly matches 'view logs for all integrations'.",1
"GET /integrations/logs","View logs for all integrations.","User wants to see a consolidated log of activity across all integrations.","/integrations/{id}/logs","GET",TRUE,TRUE,FALSE,3,"Retrieves logs for a specific integration.",/integrations/logs,"Too specific, user wants *all* integrations.",0
"GET /integrations/logs","View logs for all integrations.","User wants to see a consolidated log of activity across all integrations.","/logs","GET",FALSE,TRUE,FALSE,1,"Retrieves general system logs.",/integrations/logs,"Too general, user specified 'integrations'.",0
"GET /integrations/logs","View logs for all integrations.","User wants to see a consolidated log of activity across all integrations.","/metrics","GET",FALSE,TRUE,FALSE,1,"Retrieves raw metrics.",/integrations/logs,"Metrics are different from logs.",0
"POST /email_verification/{id}/force_verify","Manually verify this user's email.","Admin wants to override the email verification process and mark a user's email as verified.","/email_verification/{id}/force_verify","POST",TRUE,FALSE,FALSE,3,"Manually verifies a user's email address.",/email_verification/{id}/force_verify,"Directly matches 'manually verify this user's email'.",1
"POST /email_verification/{id}/force_verify","Manually verify this user's email.","Admin wants to override the email verification process and mark a user's email as verified.","/email_verification/{id}/resend","POST",TRUE,FALSE,FALSE,3,"Resends a verification email for a user.",/email_verification/{id}/force_verify,"User wants to *force* verify, not resend.",0
"POST /email_verification/{id}/force_verify","Manually verify this user's email.","Admin wants to override the email verification process and mark a user's email as verified.","/users/{id}/status","PUT",TRUE,FALSE,TRUE,3,"Updates user status.",/email_verification/{id}/force_verify,"Updating status is different from email verification.",0
"POST /email_verification/{id}/force_verify","Manually verify this user's email.","Admin wants to override the email verification process and mark a user's email as verified.","/audit_logs","POST",FALSE,FALSE,TRUE,1,"Logs an audit event.",/email_verification/{id}/force_verify,"Irrelevant.",0
"GET /products/{id}/related","Show me products related to this item.","User is viewing a product and wants to find similar or complementary items.","/products/{id}/related","GET",TRUE,TRUE,FALSE,3,"Retrieves related products for a specific product.",/products/{id}/related,"Directly matches 'products related to this item'.",1
"GET /products/{id}/related","Show me products related to this item.","User is viewing a product and wants to find similar or complementary items.","/products/{id}/accessories","GET",TRUE,TRUE,FALSE,3,"Lists accessories for a product.",/products/{id}/related,"Specific to accessories, user asked for general 'related'.",0
"GET /products/{id}/related","Show me products related to this item.","User is viewing a product and wants to find similar or complementary items.","/categories","GET",FALSE,TRUE,FALSE,1,"Lists all product categories.",/products/{id}/related,"Irrelevant.",0
"GET /products/{id}/related","Show me products related to this item.","User is viewing a product and wants to find similar or complementary items.","/search","GET",FALSE,TRUE,FALSE,1,"Performs a general search.",/products/{id}/related,"Too general.",0
"GET /users/{id}/devices","Revoke access for this device.","User is viewing a user's devices and wants to log out a specific device.","/users/{id}/devices/{device_id}/revoke","POST",TRUE,FALSE,FALSE,5,"Revokes access for a specific device.",/users/{id}/devices/{device_id}/revoke,"Directly matches 'revoke access for this device'.",1
"GET /users/{id}/devices","Revoke access for this device.","User is viewing a user's devices and wants to log out a specific device.","/users/{id}/sessions/{session_id}","DELETE",TRUE,FALSE,FALSE,4,"Terminates a specific user session.",/users/{id}/devices/{device_id}/revoke,"About sessions, not devices.",0
"GET /users/{id}/devices","Revoke access for this device.","User is viewing a user's devices and wants to log out a specific device.","/users/{id}/devices/{device_id}","DELETE",TRUE,FALSE,FALSE,5,"Deletes a registered device.",/users/{id}/devices/{device_id}/revoke,"Deleting device vs. revoking access (softer).",0
"GET /users/{id}/devices","Revoke access for this device.","User is viewing a user's devices and wants to log out a specific device.","/security_settings","GET",FALSE,TRUE,FALSE,1,"Retrieves general security settings.",/users/{id}/devices/{device_id}/revoke,"Irrelevant.",0
"POST /billing/discounts","Create a new discount code.","User wants to define a new promotional discount for billing.","/billing/discounts","POST",FALSE,FALSE,TRUE,2,"Creates a new discount code.",/billing/discounts,"Directly matches 'create a new discount code'.",1
"POST /billing/discounts","Create a new discount code.","User wants to define a new promotional discount for billing.","/billing/promos","POST",FALSE,FALSE,TRUE,2,"Creates a new promotional offer.",/billing/discounts,"Promotions are similar but can be broader than discounts.",0
"POST /billing/discounts","Create a new discount code.","User wants to define a new promotional discount for billing.","/products","GET",FALSE,TRUE,FALSE,1,"Lists all products.",/billing/discounts,"Irrelevant.",0
"POST /billing/discounts","Create a new discount code.","User wants to define a new promotional discount for billing.","/billing/coupons","POST",FALSE,FALSE,TRUE,2,"Creates a new coupon.",/billing/discounts,"Coupons are typically a specific type of discount.",0
"GET /audit_logs/search","Search audit logs by date range.","User wants to retrieve audit log entries within a specific timeframe.","/audit_logs","GET",FALSE,TRUE,FALSE,1,"Retrieves audit logs with filtering options (including date).",/audit_logs,"Directly matches 'search audit logs by date range'.",1
"GET /audit_logs/search","Search audit logs by date range.","User wants to retrieve audit log entries within a specific timeframe.","/audit_logs/users","GET",FALSE,TRUE,FALSE,2,"Retrieves audit logs filtered by user.",/audit_logs,"Too specific, user wants date range.",0
"GET /audit_logs/search","Search audit logs by date range.","User wants to retrieve audit log entries within a specific timeframe.","/logs/errors","GET",FALSE,TRUE,FALSE,2,"Retrieves system error logs.",/audit_logs,"Different type of logs.",0
"GET /audit_logs/search","Search audit logs by date range.","User wants to retrieve audit log entries within a specific timeframe.","/reports","GET",FALSE,TRUE,FALSE,1,"Generates system reports.",/audit_logs,"Reports are summarized, user wants raw logs.",0
"GET /webhooks/{id}/events","View events sent to this webhook.","User wants to see a log of events that were delivered to a specific webhook endpoint.","/webhooks/{id}/events","GET",TRUE,TRUE,FALSE,3,"Retrieves events delivered to a specific webhook.",/webhooks/{id}/events,"Directly matches 'view events sent to this webhook'.",1
"GET /webhooks/{id}/events","View events sent to this webhook.","User wants to see a log of events that were delivered to a specific webhook endpoint.","/webhooks/{id}/logs","GET",TRUE,TRUE,FALSE,3,"Retrieves logs for a specific webhook.",/webhooks/{id}/events,"Logs might be internal, user wants delivered *events*.",0
"GET /webhooks/{id}/events","View events sent to this webhook.","User wants to see a log of events that were delivered to a specific webhook endpoint.","/events","GET",FALSE,TRUE,FALSE,1,"Lists all events.",/webhooks/{id}/events,"Too general.",0
"GET /webhooks/{id}/events","View events sent to this webhook.","User wants to see a log of events that were delivered to a specific webhook endpoint.","/integrations/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves details of an integration.",/webhooks/{id}/events,"Irrelevant.",0
"POST /forms/{id}/submissions","Submit data to this form.","User is interacting with a form and wants to send the collected data.","/forms/{id}/submissions","POST",TRUE,FALSE,TRUE,3,"Submits data to a specific form.",/forms/{id}/submissions,"Directly matches 'submit data to this form'.",1
"POST /forms/{id}/submissions","Submit data to this form.","User is interacting with a form and wants to send the collected data.","/forms/{id}/responses","GET",TRUE,TRUE,FALSE,3,"Retrieves responses for a form.",/forms/{id}/submissions,"User wants to *submit*, not retrieve responses.",0
"POST /forms/{id}/submissions","Submit data to this form.","User is interacting with a form and wants to send the collected data.","/forms","POST",FALSE,FALSE,TRUE,1,"Creates a new form.",/forms/{id}/submissions,"Creating form is different from submitting data.",0
"POST /forms/{id}/submissions","Submit data to this form.","User is interacting with a form and wants to send the collected data.","/data_entries","POST",FALSE,FALSE,TRUE,1,"Creates a new data entry.",/forms/{id}/submissions,"Too general.",0
"GET /subscriptions/{id}/usage","Check usage for this subscription.","User wants to review the consumption metrics associated with a specific subscription.","/subscriptions/{id}/usage","GET",TRUE,TRUE,FALSE,3,"Retrieves usage details for a specific subscription.",/subscriptions/{id}/usage,"Directly matches 'check usage for this subscription'.",1
"GET /subscriptions/{id}/usage","Check usage for this subscription.","User wants to review the consumption metrics associated with a specific subscription.","/subscriptions/{id}/invoices","GET",TRUE,TRUE,FALSE,3,"Lists invoices for a subscription.",/subscriptions/{id}/usage,"Invoices are billing, usage is consumption.",0
"GET /subscriptions/{id}/usage","Check usage for this subscription.","User wants to review the consumption metrics associated with a specific subscription.","/billing/usage","GET",FALSE,TRUE,FALSE,2,"Retrieves general billing usage.",/subscriptions/{id}/usage,"Too general.",0
"GET /subscriptions/{id}/usage","Check usage for this subscription.","User wants to review the consumption metrics associated with a specific subscription.","/metrics","GET",FALSE,TRUE,FALSE,1,"Retrieves raw metrics.",/subscriptions/{id}/usage,"Raw metrics vs. structured usage data.",0
"POST /integrations/{id}/credentials","Update API credentials for this integration.","User wants to modify the authentication details (e.g., API keys, secrets) for an existing integration.","/integrations/{id}/credentials","PUT",TRUE,FALSE,TRUE,3,"Updates API credentials for a specific integration.",/integrations/{id}/credentials,"Directly matches 'update API credentials'.",1
"POST /integrations/{id}/credentials","Update API credentials for this integration.","User wants to modify the authentication details (e.g., API keys, secrets) for an existing integration.","/integrations/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates an integration's general settings.",/integrations/{id}/credentials,"General update vs. specific credentials.",0
"POST /integrations/{id}/credentials","Update API credentials for this integration.","User wants to modify the authentication details (e.g., API keys, secrets) for an existing integration.","/api_keys","POST",FALSE,FALSE,TRUE,1,"Generates a new API key.",/integrations/{id}/credentials,"Generating new key is different from updating existing integration credentials.",0
"POST /integrations/{id}/credentials","Update API credentials for this integration.","User wants to modify the authentication details (e.g., API keys, secrets) for an existing integration.","/security_settings","PUT",FALSE,FALSE,TRUE,1,"Updates security settings.",/integrations/{id}/credentials,"Too general.",0
"GET /reports/custom","Create a new custom report.","User wants to define and generate a report with specific, non-standard criteria.","/reports/custom","POST",FALSE,FALSE,TRUE,2,"Creates a new custom report definition.",/reports/custom,"Directly matches 'create a new custom report'.",1
"GET /reports/custom","Create a new custom report.","User wants to define and generate a report with specific, non-standard criteria.","/reports","GET",FALSE,TRUE,FALSE,1,"Generates system reports.",/reports/custom,"User wants to create custom, not general report.",0
"GET /reports/custom","Create a new custom report.","User wants to define and generate a report with specific, non-standard criteria.","/dashboards","POST",FALSE,FALSE,TRUE,1,"Creates a new dashboard.",/reports/custom,"Dashboard is different from report.",0
"GET /reports/custom","Create a new custom report.","User wants to define and generate a report with specific, non-standard criteria.","/data_exports","POST",FALSE,FALSE,TRUE,1,"Initiates a data export.",/reports/custom,"Export is raw data, report is structured.",0
"POST /emails/{id}/send","Send this draft email.","User has prepared an email and wants to send it to its recipients.","/emails/{id}/send","POST",TRUE,FALSE,FALSE,3,"Sends a specific email.",/emails/{id}/send,"Directly matches 'send this draft email'.",1
"POST /emails/{id}/send","Send this draft email.","User has prepared an email and wants to send it to its recipients.","/emails/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates an email.",/emails/{id}/send,"User wants to *send*, not update.",0
"POST /emails/{id}/send","Send this draft email.","User has prepared an email and wants to send it to its recipients.","/emails/drafts","GET",FALSE,TRUE,FALSE,2,"Lists draft emails.",/emails/{id}/send,"User is sending, not viewing drafts.",0
"POST /emails/{id}/send","Send this draft email.","User has prepared an email and wants to send it to its recipients.","/campaigns","POST",FALSE,FALSE,TRUE,1,"Creates a new marketing campaign.",/emails/{id}/send,"Campaign is broader than single email.",0
"GET /storage/files/{id}/download","Download this file.","User is viewing a file and wants to retrieve its content.","/storage/files/{id}/download","GET",TRUE,FALSE,FALSE,4,"Downloads a specific file from storage.",/storage/files/{id}/download,"Directly matches 'download this file'.",1
"GET /storage/files/{id}/download","Download this file.","User is viewing a file and wants to retrieve its content.","/storage/files/{id}/preview","GET",TRUE,FALSE,FALSE,4,"Generates a preview of a file.",/storage/files/{id}/download,"Preview is different from download.",0
"GET /storage/files/{id}/download","Download this file.","User is viewing a file and wants to retrieve its content.","/files/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific file.",/storage/files/{id}/download,"Too general, user wants to *download*.",0
"GET /storage/files/{id}/download","Download this file.","User is viewing a file and wants to retrieve its content.","/uploads","POST",FALSE,FALSE,TRUE,1,"Uploads a new file.",/storage/files/{id}/download,"Opposite action.",0
"POST /notifications/sms","Send an SMS notification to the user.","User wants to trigger a text message alert.","/notifications/sms","POST",FALSE,FALSE,TRUE,2,"Sends an SMS notification.",/notifications/sms,"Directly matches 'send an SMS notification'.",1
"POST /notifications/sms","Send an SMS notification to the user.","User wants to trigger a text message alert.","/notifications/push","POST",FALSE,FALSE,TRUE,2,"Sends a push notification.",/notifications/sms,"User wants SMS, not push.",0
"POST /notifications/sms","Send an SMS notification to the user.","User wants to trigger a text message alert.","/messages/sms","POST",FALSE,FALSE,TRUE,2,"Sends a general SMS message.",/notifications/sms,"Too general, user specified 'notification'.",0
"POST /notifications/sms","Send an SMS notification to the user.","User wants to trigger a text message alert.","/users/{id}/phone","PUT",TRUE,FALSE,TRUE,3,"Updates a user's phone number.",/notifications/sms,"Irrelevant.",0
"GET /roles/{id}/users","List users with this role.","User is viewing roles and wants to see which users are assigned to a specific role.","/roles/{id}/users","GET",TRUE,TRUE,FALSE,3,"Lists users assigned to a specific role.",/roles/{id}/users,"Directly matches 'list users with this role'.",1
"GET /roles/{id}/users","List users with this role.","User is viewing roles and wants to see which users are assigned to a specific role.","/users","GET",FALSE,TRUE,FALSE,1,"Lists all users.",/roles/{id}/users,"Too general, user wants users *with this role*.",0
"GET /roles/{id}/users","List users with this role.","User is viewing roles and wants to see which users are assigned to a specific role.","/roles/{id}/permissions","GET",TRUE,TRUE,FALSE,3,"Lists permissions for a specific role.",/roles/{id}/users,"Permissions are different from users assigned to role.",0
"GET /roles/{id}/users","List users with this role.","User is viewing roles and wants to see which users are assigned to a specific role.","/user_groups","GET",FALSE,TRUE,FALSE,1,"Lists all user groups.",/roles/{id}/users,"Irrelevant.",0
"POST /api_integrations/{id}/activate","Activate this API integration.","User has configured an API integration and wants to enable it.","/api_integrations/{id}/activate","POST",TRUE,FALSE,FALSE,3,"Activates a specific API integration.",/api_integrations/{id}/activate,"Directly matches 'activate this API integration'.",1
"POST /api_integrations/{id}/activate","Activate this API integration.","User has configured an API integration and wants to enable it.","/api_integrations/{id}/deactivate","POST",TRUE,FALSE,FALSE,3,"Deactivates a specific API integration.",/api_integrations/{id}/activate,"Opposite action.",0
"POST /api_integrations/{id}/activate","Activate this API integration.","User has configured an API integration and wants to enable it.","/integrations/{id}/test","POST",TRUE,FALSE,FALSE,3,"Runs a test on a specific API integration.",/api_integrations/{id}/activate,"Testing is different from activating.",0
"POST /api_integrations/{id}/activate","Activate this API integration.","User has configured an API integration and wants to enable it.","/integrations/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates an integration.",/api_integrations/{id}/activate,"General update vs. specific activation.",0
"GET /metrics/billing","View billing forecast.","User wants to see future projected billing amounts.","/metrics/billing/forecast","GET",FALSE,TRUE,FALSE,3,"Retrieves billing forecast metrics.",/metrics/billing/forecast,"Directly matches 'view billing forecast'.",1
"GET /metrics/billing","View billing forecast.","User wants to see future projected billing amounts.","/metrics/billing/usage","GET",FALSE,TRUE,FALSE,3,"Retrieves billing usage metrics.",/metrics/billing/forecast,"Usage is current/past, forecast is future.",0
"GET /metrics/billing","View billing forecast.","User wants to see future projected billing amounts.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists all invoices.",/metrics/billing/forecast,"Invoices are past/current, user wants future.",0
"GET /metrics/billing","View billing forecast.","User wants to see future projected billing amounts.","/reports/financial","GET",FALSE,TRUE,FALSE,2,"Generates a financial report.",/metrics/billing/forecast,"Report is general, user wants specific forecast metric.",0
"POST /assets/{id}/tags","Add tags to this asset.","User has uploaded an asset and wants to categorize it with tags.","/assets/{id}/tags","POST",TRUE,FALSE,TRUE,3,"Adds tags to a specific digital asset.",/assets/{id}/tags,"Directly matches 'add tags to this asset'.",1
"POST /assets/{id}/tags","Add tags to this asset.","User has uploaded an asset and wants to categorize it with tags.","/assets/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates an asset's general details.",/assets/{id}/tags,"General update vs. specific tags.",0
"POST /assets/{id}/tags","Add tags to this asset.","User has uploaded an asset and wants to categorize it with tags.","/tags","POST",FALSE,FALSE,TRUE,1,"Creates a new tag.",/assets/{id}/tags,"Creating a tag is different from adding to an asset.",0
"POST /assets/{id}/tags","Add tags to this asset.","User has uploaded an asset and wants to categorize it with tags.","/categories","POST",FALSE,FALSE,TRUE,1,"Creates a new category.",/assets/{id}/tags,"Categories are broader than tags.",0
"GET /support/kb_articles","Edit this knowledge base article.","User is viewing a knowledge base article and wants to make changes to its content.","/support/kb_articles/{id}","PUT",TRUE,FALSE,TRUE,3,"Updates a knowledge base article.",/support/kb_articles/{id},"Directly matches 'edit this knowledge base article'.",1
"GET /support/kb_articles","Edit this knowledge base article.","User is viewing a knowledge base article and wants to make changes to its content.","/support/kb_articles/{id}","DELETE",TRUE,FALSE,FALSE,3,"Deletes a knowledge base article.",/support/kb_articles/{id},"Destructive, user wants to edit.",0
"GET /support/kb_articles","Edit this knowledge base article.","User is viewing a knowledge base article and wants to make changes to its content.","/support/kb_articles","POST",FALSE,FALSE,TRUE,2,"Creates a new knowledge base article.",/support/kb_articles/{id},"User wants to edit existing, not create new.",0
"GET /support/kb_articles","Edit this knowledge base article.","User is viewing a knowledge base article and wants to make changes to its content.","/support/categories","GET",FALSE,TRUE,FALSE,2,"Lists support categories.",/support/kb_articles/{id},"Irrelevant.",0
"POST /users/{id}/deactivate_session","Deactivate all sessions for this user.","Admin wants to log out a user from all devices and sessions.","/users/{id}/deactivate_sessions","POST",TRUE,FALSE,FALSE,3,"Deactivates all sessions for a user.",/users/{id}/deactivate_sessions,"Directly matches 'deactivate all sessions'.",1
"POST /users/{id}/deactivate_session","Deactivate all sessions for this user.","Admin wants to log out a user from all devices and sessions.","/users/{id}/sessions/{session_id}","DELETE",TRUE,FALSE,FALSE,4,"Terminates a specific user session.",/users/{id}/deactivate_sessions,"User wants *all* sessions, not specific one.",0
"POST /users/{id}/deactivate_session","Deactivate all sessions for this user.","Admin wants to log out a user from all devices and sessions.","/users/{id}/block","POST",TRUE,FALSE,FALSE,3,"Blocks a user account.",/users/{id}/deactivate_sessions,"Blocking user is different from deactivating sessions.",0
"POST /users/{id}/deactivate_session","Deactivate all sessions for this user.","Admin wants to log out a user from all devices and sessions.","/security_logs","GET",FALSE,TRUE,FALSE,1,"Retrieves security logs.",/users/{id}/deactivate_sessions,"Irrelevant.",0
"GET /campaigns/{id}/analytics","View performance for this campaign.","User wants to see statistics and metrics related to a specific marketing campaign.","/campaigns/{id}/analytics","GET",TRUE,TRUE,FALSE,3,"Retrieves analytics data for a specific campaign.",/campaigns/{id}/analytics,"Directly matches 'view performance for this campaign'.",1
"GET /campaigns/{id}/analytics","View performance for this campaign.","User wants to see statistics and metrics related to a specific marketing campaign.","/campaigns/{id}/reports","GET",TRUE,TRUE,FALSE,3,"Generates reports for a campaign.",/campaigns/{id}/analytics,"Reports are often summarized, analytics is detailed.",0
"GET /campaigns/{id}/analytics","View performance for this campaign.","User wants to see statistics and metrics related to a specific marketing campaign.","/emails","GET",FALSE,TRUE,FALSE,1,"Lists all emails.",/campaigns/{id}/analytics,"Irrelevant.",0
"GET /campaigns/{id}/analytics","View performance for this campaign.","User wants to see statistics and metrics related to a specific marketing campaign.","/metrics","GET",FALSE,TRUE,FALSE,1,"Retrieves raw metrics.",/campaigns/{id}/analytics,"Too general.",0
"POST /files/{id}/tag","Tag this file as 'Urgent'.","User has uploaded a file and wants to apply a specific tag to it.","/files/{id}/tags","POST",TRUE,FALSE,TRUE,3,"Adds tags to a specific file.",/files/{id}/tags,"Directly matches 'tag this file'.",1
"POST /files/{id}/tag","Tag this file as 'Urgent'.","User has uploaded a file and wants to apply a specific tag to it.","/files/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a file's metadata.",/files/{id}/tags,"General update vs. specific tags.",0
"POST /files/{id}/tag","Tag this file as 'Urgent'.","User has uploaded a file and wants to apply a specific tag to it.","/tags","POST",FALSE,FALSE,TRUE,1,"Creates a new tag.",/files/{id}/tags,"Creating a tag is different from applying to a file.",0
"POST /files/{id}/tag","Tag this file as 'Urgent'.","User has uploaded a file and wants to apply a specific tag to it.","/documents/{id}/comments","POST",TRUE,FALSE,TRUE,3,"Adds a comment to a document.",/files/{id}/tags,"Irrelevant.",0
"GET /billing/customers/{id}/balance_history","View customer balance history.","User wants to see the historical changes in a customer's billing balance.","/billing/customers/{id}/balance_history","GET",TRUE,TRUE,FALSE,4,"Retrieves historical balance changes for a customer.",/billing/customers/{id}/balance_history,"Directly matches 'customer balance history'.",1
"GET /billing/customers/{id}/balance_history","View customer balance history.","User wants to see the historical changes in a customer's billing balance.","/billing/customers/{id}/transactions","GET",TRUE,TRUE,FALSE,4,"Retrieves customer transactions.",/billing/customers/{id}/balance_history,"Transactions are related, but balance history is specific.",0
"GET /billing/customers/{id}/balance_history","View customer balance history.","User wants to see the historical changes in a customer's billing balance.","/customers/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves customer details.",/billing/customers/{id}/balance_history,"Too general.",0
"GET /billing/customers/{id}/balance_history","View customer balance history.","User wants to see the historical changes in a customer's billing balance.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists all invoices.",/billing/customers/{id}/balance_history,"Irrelevant.",0
"POST /user_settings","Update my general user settings.","User wants to modify their general account preferences.","/user_settings","PUT",FALSE,FALSE,TRUE,1,"Updates general user settings.",/user_settings,"Directly matches 'update my general user settings'.",1
"POST /user_settings","Update my general user settings.","User wants to modify their general account preferences.","/user_profiles/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a user's profile.",/user_settings,"Profile is part of settings, but 'user_settings' is broader.",0
"POST /user_settings","Update my general user settings.","User wants to modify their general account preferences.","/password","PUT",FALSE,FALSE,TRUE,1,"Updates a user's password.",/user_settings,"Specific to password, not general settings.",0
"POST /user_settings","Update my general user settings.","User wants to modify their general account preferences.","/notifications/settings","PUT",FALSE,FALSE,TRUE,2,"Updates notification settings.",/user_settings,"Too specific, user wants 'general' settings.",0
"GET /analytics/events","Track a new custom event.","User wants to record an arbitrary user action or data point for analytics.","/analytics/events","POST",FALSE,FALSE,TRUE,2,"Tracks a new custom analytics event.",/analytics/events,"Directly matches 'track a new custom event'.",1
"GET /analytics/events","Track a new custom event.","User wants to record an arbitrary user action or data point for analytics.","/events","POST",FALSE,FALSE,TRUE,1,"Logs a new event.",/analytics/events,"General event logging vs. specific analytics event tracking.",0
"GET /analytics/events","Track a new custom event.","User wants to record an arbitrary user data point for analytics.","/metrics/custom","POST",FALSE,FALSE,TRUE,2,"Submits a new custom metric data point.",/analytics/events,"Metrics are different from events.",0
"GET /analytics/events","Track a new custom event.","User wants to record an arbitrary user data point for analytics.","/analytics/dashboards","GET",FALSE,TRUE,FALSE,2,"Lists analytics dashboards.",/analytics/events,"Viewing dashboards is different from tracking events.",0
"POST /billing/tax_rates","Create a new tax rate.","User wants to define a new tax percentage for billing calculations.","/billing/tax_rates","POST",FALSE,FALSE,TRUE,2,"Creates a new tax rate.",/billing/tax_rates,"Directly matches 'create a new tax rate'.",1
"POST /billing/tax_rates","Create a new tax rate.","User wants to define a new tax percentage for billing calculations.","/billing/tax_settings","PUT",FALSE,FALSE,TRUE,2,"Updates general billing tax settings.",/billing/tax_rates,"User is creating a rate, not general settings.",0
"POST /billing/tax_rates","Create a new tax rate.","User wants to define a new tax percentage for billing calculations.","/customers/{id}/tax_settings","PUT",TRUE,FALSE,TRUE,3,"Updates tax settings for a customer.",/billing/tax_rates,"Customer-specific vs. global rate.",0
"POST /billing/tax_rates","Create a new tax rate.","User wants to define a new tax percentage for billing calculations.","/products","POST",FALSE,FALSE,TRUE,1,"Creates a new product.",/billing/tax_rates,"Irrelevant.",0
"GET /users/{id}/roles","Manage roles for this user.","User is viewing a user's roles and wants to modify them.","/users/{id}/roles","PUT",TRUE,FALSE,TRUE,3,"Updates a user's assigned roles.",/users/{id}/roles,"Directly matches 'manage roles for this user'.",1
"GET /users/{id}/roles","Manage roles for this user.","User is viewing a user's roles and wants to modify them.","/users/{id}/permissions","PUT",TRUE,FALSE,TRUE,3,"Updates user-specific permissions.",/users/{id}/roles,"Permissions are granular, roles are broader.",0
"GET /users/{id}/roles","Manage roles for this user.","User is viewing a user's roles and wants to modify them.","/roles","POST",FALSE,FALSE,TRUE,1,"Creates a new role.",/users/{id}/roles,"Creating a role is different from managing user roles.",0
"GET /users/{id}/roles","Manage roles for this user.","User is viewing a user's roles and wants to modify them.","/teams/{id}/members","PUT",TRUE,FALSE,TRUE,4,"Updates a team member's role.",/users/{id}/roles,"About teams, not user's global roles.",0
